,FIGHTER,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,FIGHTER_ID
1742,Lionel Lanham,Record: 5-1-0,"6'2""",205 lbs.,"76.0""",--,"Aug 31, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,b8980dd7e8fc5976
1743,Lina Lansberg,Record: 10-5-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.76,57%,3.7,44%,0.71,33%,50%,0.1,2eeaefbfc7f9fcff
1744,Taylor Lapilus,Record: 11-2-0,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",3.77,45%,2.0,61%,0.58,40%,81%,0.6,8b1ed83b02303075
1745,Chad Laprise,Record: 13-4-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0,c03a5022f8439f2a
1746,Anthony Lapsley,Record: 23-7-0 (2 NC),"5' 9""",170 lbs.,"71""",Southpaw,"Feb 13, 1980",0.53,34%,0.58,66%,0.0,0%,20%,0.0,f3a853544e4413c4
1747,TJ Laramie,Record: 12-4-0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",2.73,51%,3.24,26%,2.56,50%,0%,0.0,cd2e5a390821fb48
1748,Icho Larenas,Record: 6-5-0,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",0.17,15%,2.5,28%,0.0,0%,14%,0.0,49efbdc6c9f650c4
1749,Lorenz Larkin,Record: 18-6-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1,9450848a71d53776
1750,Jeremy Larsen,Record: 8-5-0,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0,c3bd649a9194e50c
1751,Brock Larson,Record: 42-10-0,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.5,55%,2.67,34%,43%,2.0,5eedbf1e9601be35
1752,Ryan Larson,Record: 6-2-0,"6'0""",170 lbs.,--,--,"Dec 30, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,7107e53ebd7435fb
1753,Bobby Lashley,Record: 15-2-0,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",3.1,63%,0.76,63%,11.47,70%,0%,0.0,b0826525fa17231d
1754,Ilir Latifi,Record: 15-8-0 (1 NC),"5' 10""",205 lbs.,"73""",Orthodox,"Jul 28, 1983",2.01,40%,2.84,56%,2.02,32%,100%,0.4,e9a3aeb207578eea
1755,Sione Latu,Record: 1-0-0,"6' 0""",215 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,5898357a45a73674
1756,Jenel Lausa,Record: 7-5-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8,ec664422b22d9787
1757,Joe Lauzon,Record: 28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0,3bad7ef643840f67
1758,Dan Lauzon,Record: 17-6-0,"5' 10""",155 lbs.,"72.0""",Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7,4c8d6fde2dde07c4
1759,Chatt Lavender,Record: 9-7-0,"5' 8""",170 lbs.,--,--,"May 24, 1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0,5449dcccd972ff83
1760,Muhammed Lawal,Record: 21-6-0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0,a571770c4016736f
1761,Robbie Lawler,Record: 28-15-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.5,45%,4.16,60%,0.68,64%,64%,0.0,f2925e6db404bf1d
1762,Tom Lawlor,Record: 10-6-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,4d44f37107f01b9b
1763,Justin Lawrence,Record: 10-4-0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0,879f6cae48d25baa
1764,Lance Lawrence,Record: 4-1-0,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",5.87,50%,9.8,24%,1.0,100%,50%,0.0,ce039df1994b18f0
1765,Ronnie Lawrence,Record: 6-1-0,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",1.87,48%,1.0,53%,12.0,70%,100%,1.0,e7e01e266a9d4342
1766,Eric Lawson,Record: 9-5-0,"6' 0""",185 lbs.,--,Orthodox,1981.02.12,1.58,57%,1.97,44%,8.88,42%,0%,3.0,38e5d9dcb0fddc42
1767,Valmir Lazaro,Record: 15-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",4.87,37%,4.09,61%,1.33,40%,96%,0.0,777dea713da2441d
1768,Mounir Lazzez,Record: 10-1-0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",6.53,55%,4.47,49%,4.0,100%,75%,0.0,49ee5024966efc0d
1769,Cung Le,Record: 9-3-0,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3,d4f364dd076bb0e2
1770,Thanh Le,Record: 6-1-0,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",1.97,40%,1.82,70%,0.0,0%,100%,0.0,882b3f5a0774d575
1771,Jordan Leavitt,Record: 7-0-0,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",0.94,50%,0.47,66%,3.53,100%,0%,3.5,ac026518a9b4dc0f
1772,Jerome LeBanner,Record: 3-2-0,"6' 3""",265 lbs.,--,Southpaw,"Dec 26, 1972",0.92,35%,1.03,37%,0.0,0%,50%,0.0,2d0b10789feafddb
1773,Chris Leben,Record: 22-11-0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8,d43a048a880efdff
1774,Mickael Lebout,Record: 16-7-1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.6,34%,2.98,54%,0.0,0%,60%,0.0,c575ab451e3c5b1d
1775,Stephen Ledbetter,Record: 8-3-0,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982",1.2,38%,1.6,57%,5.0,45%,100%,0.0,56ec58954158966a
1776,Justin Ledet,Record: 9-3-0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.33,39%,4.67,49%,0.24,50%,42%,0.2,ba1e6cb3d43f7430
1777,James Lee,Record: 15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.4,42%,3.72,27%,13.95,50%,0%,7.0,863d06a7ef8bc98c
1778,David Lee,Record: 12-10-0,"5' 10""",155 lbs.,--,Orthodox,--,1.49,50%,3.31,42%,0.0,0%,50%,0.0,8caca5857ce0e30b
1779,Jackie Lee,Record: 0-1-0,--,--,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,4985113c0928aa62
1780,Eun Soo Lee,Record: 17-4-0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",0.0,0%,3.05,60%,0.0,0%,50%,0.0,39c568f8c579913e
1781,Tae Hyun Lee,Record: 1-2-0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",1.37,31%,3.89,54%,5.15,100%,0%,0.0,de99da2c0d18d34a
1782,Tommy Lee,Record: 25-6-0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",0.0,0%,0.3,75%,4.57,33%,0%,0.0,806975e1b4f47b27
1783,Matt Lee,Record: 14-10-1,"5' 11""",155 lbs.,"71.0""",Orthodox,1971.07.09,0.0,0%,9.68,21%,0.0,0%,0%,0.0,d9e3743bae8d703d
1784,Imani Lee,Record: 2-4-0,"6'5""",301.0 lbs,"77.0""",Orthodox,1977.07.17,0.0,0%,0.94,33%,0.0,0%,0%,0.0,0802be3516ef8f66
1785,Vaughan Lee,Record: 14-13-1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0,8bb6f4479685bbcc
1786,Kevin Lee,Record: 18-6-0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.9,42%,3.23,51%,3.21,43%,75%,0.8,ee9ebceabfd16fa7
1787,Rocky Lee,Record: 3-2-0,"5' 9""",145 lbs.,"68""",Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.0,10%,33%,0.0,0d1c163b206e8c5f
1788,Andrea Lee,Record: 11-5-0,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",5.58,49%,3.83,65%,1.67,45%,57%,0.5,05fa626cb33d15b8
1789,Ricky Legere Jr.,Record: 14-4-0,"5' 8""",170 lbs.,"72.5""",--,1985.12.21,1.07,41%,1.53,60%,5.0,41%,0%,0.0,5817df778cc27274
1790,Sherron Leggett,Record: 21-6-0,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0,4f670b7972fa0a2e
1791,Cheyden Leialoha,Record: 6-0-0,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",1.87,28%,3.2,53%,2.0,33%,71%,0.0,98cbbc06074c68a4
1792,Thales Leites,Record: 28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.1,27%,30%,1.1,cfb65863d5099327
1793,Stefan Leko,Record: 0-3-0,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",2.4,43%,6.17,68%,0.0,0%,0%,0.0,d56bb6dff2ae77eb
1794,Gabe Lemley,Record: 13-9-0,"5' 8""",155 lbs.,--,Orthodox,--,0.82,35%,6.03,45%,0.0,0%,0%,0.0,fd4578cac86d75ca
1795,Amanda Lemos,Record: 8-1-1,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987",5.98,64%,6.09,44%,2.26,100%,100%,0.6,3df5493bb279226f
1796,Giacomo Lemos,Record: 6-0-0,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,f37822d5b3e47517
1797,Christophe Leninger,Record: 3-4-0,"6' 0""",200 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,7269329bd87eb479
1798,Jesse Lennox,Record: 14-4-0,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",2.69,32%,3.2,64%,1.22,66%,63%,0.3,3ae10ac4df3df05c
1799,Jean Francois Lenogue,Record: 16-17-3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",1.13,34%,0.27,60%,0.0,0%,33%,0.0,e60201cfab7d656d
1800,Nik Lentz,Record: 30-11-2 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",3.46,48%,3.14,49%,3.41,33%,45%,1.2,6fb1ba67bef41b37
1801,Alberta Cerra Leon,Record: 0-1-0,"5' 8""",238 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,6e02c318762f52f1
1802,Anthony Leone,Record: 15-8-0,"5' 6""",135 lbs.,"63.0""",Orthodox,"May 27, 1987",1.94,53%,2.52,56%,1.72,18%,0%,0.0,86b9b51a81e9c339
1803,Chad Leonhardt,Record: 9-4-0,"6' 0""",170 lbs.,--,--,"Feb 19, 1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,657d0ed181f04215
1804,Kimo Leopoldo,Record: 10-7-1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3,08ae5cd9aef7ddd3
1805,Michael Lerma,Record: 0-1-0,"6'0""",--,--,--,1973.11.18,0.0,0%,6.47,45%,0.0,0%,0%,0.0,f1fd8ec1023c89b3
1806,Lukasz Les,Record: 8-3-0,"5'10""",170 lbs.,--,--,"Nov 05, 1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,5a8e30ed38a5bc6f
1807,Brock Lesnar,Record: 5-3-0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.9,55%,60%,0.5,513c6f1715e547a8
1808,Frank Lester,Record: 11-6-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,0.0,0%,0%,0.0,edd8d5d8089a35f8
1809,Valerie Letourneau,Record: 8-6-0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.4,58%,0.77,45%,66%,0.3,46a2f24feb258ae0
1810,Leah Letson,Record: 5-2-0,"5' 7""",145 lbs.,"71""",--,"Aug 21, 1992",4.87,40%,3.8,63%,0.0,0%,100%,0.0,8cb78f3a6c2a08f7
1811,Justin Levens,Record: 10-7-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1,8c3f3c43c8ceb778
1812,Marcus LeVesseur,Record: 22-7-0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.7,37%,3.89,36%,83%,0.6,182f2b78582de3d8
1813,David Levicki,Record: 1-3-0,"6' 5""",275 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,49590e0508b2c19f
1814,Kyle Levinton,Record: 0-3-0,--,273.0 lbs,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,81ddc98fceb30086
1815,John Lewis,Record: 3-4-3,"6' 0""",155 lbs.,--,Southpaw,1969.07.16,0.0,0%,4.0,66%,0.0,0%,0%,0.0,4a01dc8376736ef5
1816,Derrick Lewis,Record: 24-7-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.64,50%,2.09,44%,0.54,26%,52%,0.0,d3df1add9d9a7efb
1817,Bevon Lewis,Record: 7-2-0,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",4.05,45%,2.52,57%,0.0,0%,100%,0.0,899923ff6ab13917
1818,Chi Lewis-Parry,Record: 7-0-1 (2 NC),"6' 9""",243 lbs.,--,--,"Aug 10, 1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,a307a10414d0ad00
1819,Li Jingliang,Record: 17-6-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.51,42%,3.69,59%,1.32,39%,59%,0.0,e64b96c07d7ce999
1820,Jess Liaudin,Record: 20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6,a8aba6fd8a463043
1821,Chuck Liddell,Record: 21-8-0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,a390eb8a9b2df298
1822,Sam Liera,Record: 12-10-0,"5'10""",169.0 lbs,--,--,1983.11.26,0.82,60%,7.36,51%,0.0,0%,66%,0.0,421ccfc6ddb17958
1823,Zach Light,Record: 9-11-0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,33%,1.9,48%,1.36,100%,0%,0.0,5d7c18191b8aa432
1824,Scott Lighty,Record: 6-2-0,"6' 2""",205 lbs.,"74.0""",--,"Oct 15, 1978",2.91,21%,4.24,49%,0.0,0%,0%,0.0,998c8890a8dde1eb
1825,Chris Liguori,Record: 15-10-0,"5' 9""",185 lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.0,0%,50%,0.0,0e31bfd26cc8c503
1826,Donnie Liles,Record: 17-7-0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2,a1bf037613180253
1827,Jae Suk Lim,Record: 17-6-0,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0,bbb15f301e4a490a
1828,Hyun Gyu Lim,Record: 13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2,203c957eac95dd87
1829,Juliana Lima,Record: 9-5-0,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0,75a6a390fd5dca46
1830,Dhiego Lima,Record: 17-7-0,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",2.84,40%,2.96,62%,1.66,44%,66%,0.8,e9213f53ddeca978
1831,Douglas Lima,Record: 29-6-0,"6' 1""",170 lbs.,"74.5""",--,"Jan 05, 1988",1.92,36%,2.84,60%,0.6,100%,46%,0.0,264111bf62662fbf
1832,Mabelly Lima,Record: 7-1-0,"5' 2""",135 lbs.,"63.5""",Orthodox,"Jan 25, 1994",3.07,63%,5.67,44%,0.0,0%,100%,0.0,6135fd9665fbb74e
1833,Miguel Linares,Record: 2-4-0,--,135.0 lbs,--,--,--,6.51,50%,8.84,36%,0.0,0%,0%,0.0,18c49685296c60e6
1834,Matt Lindland,Record: 22-9-0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,0e041d43a47d2e4b
1835,Jake Lindsey,Record: 12-7-0,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0,33e00249ef08d3a4
1836,John Lineker,Record: 31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6,c268b2cfebccf652
1837,Austin Lingo,Record: 7-1-0,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",0.8,19%,2.07,43%,1.0,100%,50%,0.0,305d73ede05e31ad
1838,Lucio Linhares,Record: 19-8-0,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9,a780d16cf7eed44d
1839,Philipe Lins,Record: 14-5-0,"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",2.66,40%,3.68,49%,0.0,0%,0%,0.0,53c943c873cffe90
1840,Ariane Lipski,Record: 13-5-0,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",3.34,31%,4.52,51%,0.32,100%,37%,0.7,6551c64fbcd1a467
1841,Dean Lister,Record: 13-7-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1,68c6cd5287b473a7
1842,Wesley Little,Record: 4-8-0,"6' 4""",205 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,008c6e1a25751575
1843,Abner Lloveras,Record: 20-9-1,"5' 11""",155 lbs.,"72.0""",--,"Sep 04, 1982",6.27,49%,6.87,43%,2.0,20%,0%,0.0,6448e57a9533b7e4
1844,Brian Lo-A-Njoe,Record: 6-10-3,"5' 7""",155 lbs.,--,Orthodox,1976.01.22,3.87,42%,0.0,0%,0.0,0%,66%,0.0,7abce81b72fbbd9b
1845,John Lober,Record: 5-9-4,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",0.0,0%,0.0,0%,0.0,0%,0%,0.0,31652c9267606d54
1846,Artem Lobov,Record: 13-15-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0,02f2a9702ba3d167
1847,Dylan Lockard,Record: 6-2-0,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",1.31,53%,3.31,52%,2.31,40%,28%,1.2,9caa254991a5a698
1848,Sean Loeffler,Record: 31-5-0,"6' 3""",185 lbs.,"75.2""",Orthodox,"May 23, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,d3d1ff3f3dfa0931
1849,Christian Lohsen,Record: 4-2-0,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",5.27,49%,6.93,44%,0.0,0%,0%,2.0,4ab36d70d1b28b58
1850,David Loiseau,Record: 23-11-0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1,22e47b53e4ceb27c
1851,Hector Lombard,Record: 34-10-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5,db1f2ed63b54b9a7
1852,Michael Lombardo,Record: 11-2-0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",1.47,62%,2.63,31%,2.5,21%,60%,0.0,6d6b9a6cb063b60d
1853,Rocky Long,Record: 21-37-1,"5'8""",145 lbs.,--,--,"Feb 18, 1978",0.0,0%,0.0,0%,0.0,0%,0%,0.0,10e04e5e81f391a0
1854,Thomas Longacre,Record: 6-1-0,"5' 9""",145 lbs.,"73.0""",Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,989be26791d0aad4
1855,Loma Lookboonmee,Record: 5-2-0,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",5.16,55%,3.09,59%,0.67,25%,72%,0.0,4e30e4250cb08b61
1856,Lucas Lopes,Record: 29-19-0,"6' 2""",185 lbs.,"77.0""",--,"Oct 05, 1979",0.0,0%,0.0,0%,0.0,0%,0%,0.0,1f70dd67ad507990
1857,Dileno Lopes,Record: 19-3-0,"5' 5""",135 lbs.,"65.5""",--,"Sep 26, 1984",2.37,36%,3.33,53%,2.5,31%,100%,1.5,8270c00fae24c922
1858,Ivan Lopez,Record: 14-3-1,"5' 6""",135 lbs.,--,Southpaw,--,0.9,26%,2.24,65%,0.0,0%,30%,0.0,0db9d2486d564a3c
1859,Steve Lopez,Record: 13-6-1,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984",1.39,24%,2.69,62%,0.0,0%,37%,0.0,6085ceb59087514b
1860,Federico Lopez,Record: 10-6-0,"5' 4""",139 lbs.,"68.0""",Orthodox,--,1.78,23%,5.35,30%,0.0,0%,0%,0.0,9681e0ce67dc978b
1861,Jorge Lopez,Record: 11-5-0,"5' 10""",170 lbs.,"72.0""",Orthodox,"Nov 21, 1988",2.47,59%,2.57,50%,3.5,41%,81%,0.0,ee624ee2a18f2a43
1862,Christopher Lopez,Record: 9-1-0 (1 NC),"5' 10""",170 lbs.,--,--,"Jan 30, 1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,5148a665aa527865
1863,Matthew Lopez,Record: 10-4-0,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",3.13,50%,3.73,55%,3.32,60%,71%,1.3,2fc7e9701642ca38
1864,Benito Lopez,Record: 10-1-0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",4.49,44%,4.8,58%,0.0,0%,78%,0.3,773f7feacf96153e
1865,Gustavo Lopez,Record: 11-5-0,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",0.93,24%,4.87,42%,0.0,0%,27%,0.0,93b62c5f2ba18e51
1866,Brendan Loughnane,Record: 17-3-0,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",6.23,63%,6.7,53%,1.5,30%,92%,0.0,b788862dd1c11eac
1867,Nate Loughran,Record: 11-2-0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",1.81,40%,4.11,59%,0.0,0%,0%,2.1,cbf94e4c4af4ff6d
1868,Rashard Lovelace,Record: 4-1-0,"5'8""",155 lbs.,"67.0""",--,1989.09.05,0.0,0%,0.0,0%,0.0,0%,0%,0.0,e601d71cf8e5be22
1869,Ian Loveland,Record: 18-10-0,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983",2.71,40%,2.36,64%,1.0,37%,69%,0.3,eea0274e153256a0
1870,Jakob Lovstad,Record: 11-4-0,"6' 3""",205 lbs.,--,Orthodox,--,0.0,0%,9.43,35%,0.0,0%,0%,0.0,ad044be25c94dcfd
1871,Waylon Lowe,Record: 16-7-0 (2 NC),"5' 7""",145 lbs.,"65.0""",Southpaw,"Oct 31, 1980",1.88,55%,2.4,53%,4.47,55%,83%,0.3,28f62d866c59c709
1872,Brandon Lowe,Record: 2-1-0,"5'8""",155 lbs.,--,--,1990.04.24,0.0,0%,0.0,0%,0.0,0%,0%,0.0,78ac94d54aa7f378
1873,Joseph Lowry,Record: 7-1-0,"5' 10""",155 lbs.,"72.0""",Orthodox,"Dec 12, 1989",5.93,42%,11.86,38%,0.0,0%,0%,0.0,86248c84834238e7
1874,Robert Lucarelli,Record: 0-1-0,"6' 2""",245 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,96087e90d900f0ef
1875,Matt Lucas,Record: 15-3-0,"6' 1""",205 lbs.,"73.0""",--,1973.12.27,1.27,48%,3.93,40%,1.0,10%,0%,0.0,668222c99c5c311d
1876,Cleber Luciano,Record: 14-6-0,"5' 6""",155 lbs.,"67.0""",--,1973.12.15,0.0,0%,0.0,0%,0.0,0%,0%,0.0,9bdebbf2735d14c2
1877,Duane Ludwig,Record: 21-14-0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1,84ac950d4c1722dd
1878,Mike Lullo,Record: 8-3-0,"5' 8""",145 lbs.,"70.0""",Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6,e26882820f9e8df5
1879,Dalcha Lungiambula,Record: 10-2-0,"5' 8""",205 lbs.,"76""",Orthodox,"Jul 31, 1987",1.79,55%,2.69,41%,2.83,50%,66%,0.0,ce632027bf2a871b
1880,Alexandru Lungu,Record: 14-4-0,"6' 0""",385 lbs.,"73.6""",Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.0,0%,0%,0.0,4887e5bc4dbb73ff
1881,Vicente Luque,Record: 19-7-1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.72,53%,5.82,52%,0.68,50%,64%,0.8,6d4b63c767106d3a
1882,Thaddeus Luster,Record: 0-1-0,"6' 3""",210 lbs.,--,--,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,505934897b8b4824
1883,Travis Lutter,Record: 10-6-0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7,622f015c81a9b13a
1884,Tucker Lutz,Record: 10-1-0,"5' 8""",155 lbs.,"72""",Orthodox,"Jul 12, 1994",6.4,48%,3.13,45%,0.0,0%,100%,0.0,7832f2f62f04178f
1885,Lv Zhenhong,Record: 16-6-0,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,5a4913108a3b9190
1886,Stevie Lynch,Record: 5-2-0,"5' 10""",170 lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0.0,0%,0%,0.0,710d93f1508f7104
1887,Adam Lynn,Record: 17-10-0 (1 NC),"5' 10""",155 lbs.,"70.0""",Orthodox,1977.11.16,1.47,63%,6.95,10%,0.0,0%,50%,0.0,edfe95e3c33a4bf8
1888,Chris Lytle,Record: 31-18-5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.7,55%,55%,2.4,91acd6910b802a9e
